ID,MntWines,MntMeatProducts,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Education,Average Income binned
5080,420,452,6,6,4,Graduation,More average
8369,1,7,0,1,2,Graduation,Low
5232,86,75,4,1,5,Graduation,More average
2407,823,459,6,6,7,Graduation,More average
3834,231,215,8,2,11,Graduation,More average
7912,8,27,3,1,2,Graduation,Less average
7712,182,259,6,2,10,PhD,More average
1065,557,984,5,8,5,Graduation,High
7275,79,31,2,1,4,Master,Less average
1343,368,68,8,2,6,Graduation,More average
1384,6,14,2,1,2,Basic,Low
9967,160,196,6,1,7,Graduation,More average
6181,488,238,8,7,11,2n Cycle,More average
10507,691,69,2,2,7,2n Cycle,More average
2674,543,205,6,3,6,Master,High
2698,254,108,6,3,5,Graduation,Less average
3231,5,10,1,0,3,Graduation,Less average
4096,112,21,4,1,4,Master,Less average
10476,134,59,3,2,5,Graduation,More average
5948,143,52,4,1,5,Graduation,More average
9140,51,24,2,0,4,2n Cycle,More average
10258,27,5,1,0,3,Master,Less average
5675,459,24,4,5,7,PhD,More average
4743,689,167,8,4,11,PhD,More average
8805,283,38,7,2,4,Graduation,Less average
1542,347,35,4,2,8,Graduation,More average
6770,5,14,2,1,2,Graduation,Low
8773,280,18,5,1,6,Master,More average
10475,187,65,4,2,6,Master,More average
10420,95,64,4,2,3,Master,Less average
7514,84,34,3,1,4,2n Cycle,More average
2902,19,12,1,0,3,Graduation,More average
4345,5,9,1,0,2,2n Cycle,More average
793,18,17,2,0,3,Graduation,Low
10909,992,694,5,10,5,Graduation,High
3769,25,13,1,0,3,PhD,More average
8702,9,7,1,0,3,2n Cycle,Less average
4791,19,17,1,0,3,Graduation,Less average
2963,709,374,8,6,6,Graduation,High
8216,158,76,4,4,3,Master,More average
8140,10,29,2,1,4,Graduation,Low
10146,25,13,1,0,3,PhD,Less average
5289,8,12,1,1,2,2n Cycle,Less average
2587,14,6,2,0,3,PhD,Less average
4405,622,115,6,3,12,Master,More average
8663,11,3,1,0,2,Graduation,Less average
2589,25,16,2,1,3,Graduation,Less average
3421,635,100,9,3,9,Master,More average
10490,100,79,6,2,4,PhD,More average
4094,201,43,5,1,5,Graduation,More average
9958,642,49,9,2,9,Graduation,More average
2534,97,41,4,1,3,Graduation,Less average
4188,204,39,5,2,4,Graduation,Less average
6613,513,133,8,4,8,Master,Less average
10827,88,21,3,0,4,PhD,Less average
5491,172,112,6,1,5,Master,Less average
8402,329,222,7,5,8,Master,More average
8783,296,104,4,2,9,Graduation,More average
10010,100,16,3,2,2,PhD,Less average
618,422,238,7,2,12,PhD,More average
9121,1218,272,5,3,6,Graduation,High
361,5,7,1,0,2,Master,Less average
4310,507,520,5,10,5,Graduation,High
2678,52,50,5,0,3,Graduation,Less average
6376,191,139,4,3,8,Graduation,More average
524,2,11,2,1,2,Basic,Low
10341,68,39,2,2,5,Graduation,More average
5654,20,10,2,0,3,Graduation,Less average
4098,20,16,2,0,4,Graduation,Low
5824,7,1,1,0,2,PhD,Less average
7000,279,74,2,10,10,2n Cycle,More average
2561,977,253,4,3,12,Graduation,More average
5229,30,8,1,0,3,PhD,More average
4086,6,7,1,1,2,Graduation,Low
2428,3,26,2,0,4,Graduation,Less average
8254,14,2,1,0,2,PhD,Less average
2836,10,7,1,0,2,PhD,Less average
8418,7,17,2,0,3,2n Cycle,Less average
1362,33,64,6,1,6,Graduation,Less average
7152,12,13,1,0,3,Master,Less average
10033,2,10,1,0,3,2n Cycle,Less average
9349,693,118,6,5,11,Graduation,High
274,9,15,2,0,3,Graduation,Less average
3388,129,67,6,1,5,Graduation,More average
922,16,11,1,1,2,2n Cycle,Less average
8588,201,43,5,1,5,Graduation,More average
2518,5,5,0,1,2,2n Cycle,Low
574,14,11,1,1,4,Graduation,Less average
3220,29,59,3,0,4,Graduation,Less average
5967,26,19,2,1,3,Graduation,Less average
1183,9,4,1,0,2,Master,Less average
6856,14,23,3,0,3,Graduation,Low
4530,972,595,3,7,10,Master,High
1553,966,672,7,5,10,Graduation,High
4682,99,102,2,2,8,Graduation,More average
8204,482,553,4,4,9,2n Cycle,High
5221,714,99,10,7,5,Graduation,More average
1232,587,348,4,4,8,PhD,More average
1927,399,159,4,4,5,2n Cycle,More average
5788,56,92,3,2,4,Graduation,Less average
6652,227,573,3,4,9,Graduation,High
6246,703,601,3,11,8,Graduation,More average
5975,37,17,2,0,3,PhD,Less average
6875,167,180,7,3,5,PhD,Less average
4399,458,356,4,4,7,Graduation,More average
4042,91,52,4,0,4,Graduation,Less average
2157,15,16,2,0,4,Graduation,Less average
10133,1302,731,6,7,12,Graduation,High
2525,153,123,5,2,9,PhD,Less average
8233,508,21,7,3,7,Master,More average
9483,290,177,4,6,8,Graduation,More average
2945,38,2,1,0,3,PhD,Less average
10403,2,6,3,0,3,Graduation,Low
5074,30,10,1,0,3,Master,Less average
10524,386,95,2,11,5,Master,Less average
4690,443,75,8,1,8,Graduation,More average
7521,901,345,4,4,11,Graduation,High
7196,9,3,0,0,3,PhD,Less average
4406,846,352,9,4,8,Graduation,More average
9672,8,9,1,1,3,2n Cycle,Low
4864,72,58,4,1,3,Graduation,Less average
4706,29,5,1,0,3,Graduation,Less average
4070,169,553,8,5,4,PhD,High
25,460,422,6,6,7,Graduation,More average
3697,69,26,3,0,4,Graduation,Less average
217,556,717,7,5,10,Master,More average
4220,73,13,2,1,3,PhD,More average
5286,112,54,3,2,4,Master,Less average
9559,944,60,7,5,13,PhD,More average
2849,265,303,10,2,12,Graduation,More average
7787,526,135,5,3,12,Graduation,More average
3102,2,12,1,0,3,2n Cycle,Low
5868,2,9,1,0,3,Graduation,Low
8370,378,259,7,3,6,2n Cycle,High
9988,553,142,6,3,13,Master,More average
2939,751,687,4,6,4,Master,High
5529,406,30,8,2,5,PhD,More average
9743,1449,161,11,8,8,Graduation,High
5763,123,171,6,2,5,Master,Less average
3478,267,309,7,4,9,PhD,More average
7494,209,40,6,1,4,PhD,Less average
1763,1259,815,7,11,10,Graduation,High
7250,344,178,7,2,9,Graduation,More average
2005,22,30,2,0,4,Graduation,Less average
10770,247,295,4,7,13,Graduation,More average
6885,38,12,2,0,3,Graduation,Less average
2072,896,101,4,2,9,PhD,More average
9463,931,253,9,5,7,Graduation,More average
6318,758,385,9,7,13,Graduation,More average
4093,216,57,4,3,5,Master,More average
5751,2,10,1,0,3,2n Cycle,Less average
3340,244,108,7,1,6,Graduation,Less average
3594,539,91,8,2,9,Master,More average
3584,1181,120,5,10,5,PhD,Less average
3643,750,125,4,3,6,Master,More average
851,306,109,5,2,10,Master,More average
7706,350,189,11,8,5,2n Cycle,Less average
3967,331,170,2,8,13,PhD,High
10128,620,165,5,5,12,Graduation,More average
486,434,400,3,4,10,Graduation,High
9,57,27,3,2,2,Master,Less average
9451,811,428,10,4,9,Graduation,More average
9264,423,706,4,8,9,Graduation,High
3865,2,10,3,1,2,2n Cycle,Low
2853,60,87,4,2,4,Graduation,More average
1490,675,85,10,3,8,Graduation,More average
6310,30,12,2,0,4,Graduation,Less average
10380,40,40,3,0,3,Master,Less average
3887,3,26,2,0,3,Graduation,Less average
4278,910,724,10,2,6,PhD,High
8643,252,827,4,5,12,Graduation,More average
1998,34,21,2,1,3,Graduation,Less average
10795,19,19,2,0,3,PhD,Less average
11110,2,1,0,0,0,Graduation,Low
2408,490,184,7,4,9,Graduation,More average
202,332,377,4,6,7,PhD,High
7998,53,17,2,2,2,Graduation,Less average
830,784,560,4,6,4,PhD,More average
3536,7,3,1,1,3,Graduation,Low
6050,1171,219,6,3,13,2n Cycle,More average
125,215,33,5,1,5,2n Cycle,More average
3463,674,134,7,3,13,PhD,More average
2804,57,27,3,2,2,Master,Less average
3745,5,7,3,0,3,2n Cycle,Low
9771,104,101,5,1,5,2n Cycle,Low
451,9,7,1,1,2,Graduation,Low
10530,431,441,3,6,6,PhD,More average
1079,1000,76,3,4,9,PhD,More average
8920,448,469,11,2,12,Master,More average
6678,33,24,3,0,4,Graduation,Less average
3852,505,270,9,2,12,Master,High
528,267,701,5,4,10,Graduation,More average
73,14,3,0,0,3,PhD,More average
5589,631,115,9,2,10,Graduation,More average
10212,65,16,3,0,3,Master,Less average
6365,10,12,2,0,3,2n Cycle,Less average
5636,51,50,4,0,3,Graduation,Less average
591,293,179,8,3,7,Graduation,More average
2217,11,2,0,0,3,2n Cycle,Less average
2544,50,27,1,1,4,Master,More average
7725,173,255,4,4,7,2n Cycle,High
8091,423,368,6,4,6,Graduation,More average
7321,292,415,4,5,4,Graduation,High
5462,757,217,9,6,12,Graduation,More average
7791,12,6,1,0,3,Master,Less average
955,167,44,4,2,4,Master,Less average
4037,3,3,1,0,2,Graduation,Less average
6642,30,22,2,1,4,Graduation,Less average
2793,532,168,7,3,13,PhD,More average
5424,29,59,3,0,4,Graduation,Less average
879,411,26,7,1,7,Master,Less average
9530,5,4,1,0,2,Graduation,Low
4828,71,278,5,10,5,Graduation,High
10699,46,40,3,0,3,Graduation,Less average
1497,268,88,6,3,5,Graduation,Less average
7476,928,254,5,4,10,Master,More average
4390,459,171,5,4,12,Graduation,High
10478,483,108,11,1,6,PhD,More average
1081,733,180,6,3,5,PhD,High
4261,1006,115,7,6,12,PhD,High
9916,34,14,2,0,3,Graduation,Less average
5350,1156,915,3,4,10,Master,High
8135,7,23,1,0,3,Master,Less average
8685,244,108,7,1,6,Graduation,Less average
4967,233,23,5,1,5,PhD,Less average
2130,35,67,3,1,3,Graduation,Less average
9298,1252,465,4,5,8,PhD,High
8175,34,66,2,1,4,Graduation,Less average
6257,255,134,7,2,7,Master,More average
3790,8,5,1,0,2,Graduation,Less average
9952,368,639,4,7,5,Master,High
3503,255,573,5,3,6,Graduation,High
5223,33,10,2,1,3,Master,Less average
4608,163,424,3,10,13,Graduation,High
1626,15,8,1,1,2,PhD,Less average
4764,45,52,3,1,4,Master,Less average
2471,48,68,3,2,6,Graduation,More average
5892,158,45,3,2,5,Graduation,Less average
2612,754,625,7,5,12,Graduation,High
4971,108,28,3,1,4,PhD,Less average
5185,199,315,4,3,5,Graduation,More average
10069,2,5,2,0,2,Basic,Low
2262,202,74,6,1,5,Master,Less average
1131,85,3,2,0,4,PhD,More average
1041,322,50,7,1,6,PhD,Less average
24,18,19,3,0,4,Master,Low
3409,141,129,7,1,4,Graduation,Less average
7022,739,309,2,5,13,Graduation,High
7943,18,6,1,1,3,PhD,Less average
5272,378,88,8,5,3,Master,More average
5453,1083,649,4,7,12,Master,High
2565,1016,215,4,5,10,Master,More average
800,23,6,1,0,3,Graduation,Less average
11092,12,21,2,0,3,Graduation,Less average
5062,35,4,2,0,2,PhD,More average
8969,548,422,5,5,11,Graduation,More average
4656,342,230,10,5,4,2n Cycle,More average
4480,365,15,7,2,5,Master,More average
9971,397,69,4,4,8,PhD,More average
6729,456,832,4,5,11,Graduation,More average
1773,5,15,2,0,3,2n Cycle,Low
9242,836,575,6,3,9,Graduation,More average
1764,100,128,5,1,5,Graduation,Less average
6215,10,10,1,1,2,Graduation,Less average
10099,238,215,5,3,13,Graduation,More average
5423,6,5,1,0,2,Graduation,Less average
940,158,99,3,2,7,Graduation,More average
3011,86,75,4,1,5,Graduation,More average
3298,856,76,9,6,9,Master,More average
8286,98,17,3,0,4,PhD,More average
9668,4,20,2,0,4,Graduation,Low
5120,398,447,5,7,6,2n Cycle,More average
6097,313,104,8,1,6,Graduation,More average
7019,109,16,3,1,5,Graduation,More average
7408,216,6,5,1,4,PhD,More average
8041,595,153,3,2,10,PhD,Less average
252,123,142,6,2,8,PhD,Less average
9986,16,23,4,1,2,Graduation,Low
3276,11,35,3,0,3,2n Cycle,Less average
3859,410,420,9,3,13,PhD,More average
3570,159,51,4,1,5,PhD,Less average
3783,105,10,2,1,4,PhD,More average
10207,5,8,1,0,2,Graduation,Low
10906,269,69,4,6,4,PhD,Less average
3427,629,70,11,2,7,PhD,More average
5209,443,71,8,2,7,Graduation,Less average
10711,217,373,3,6,12,Graduation,More average
10785,24,10,2,0,3,Graduation,Less average
2814,9,5,1,0,3,Master,Less average
6866,8,14,1,0,3,Master,Less average
1665,1459,61,2,5,6,PhD,More average
6575,230,214,9,1,7,Graduation,More average
3829,1,6,1,0,3,Basic,Low
3091,340,134,7,5,8,2n Cycle,High
10141,7,6,0,0,3,Master,Less average
5177,298,68,6,2,6,Master,More average
7005,479,179,5,3,12,Graduation,More average
6409,267,599,7,5,7,Graduation,More average
7485,67,32,2,1,4,PhD,More average
8079,3,8,2,1,3,Graduation,Low
8395,980,265,3,6,12,Graduation,High
10352,50,28,3,1,2,Graduation,Less average
13,19,5,1,0,3,PhD,Low
1834,30,23,2,0,3,Master,Less average
2285,213,76,5,2,5,Master,Less average
2295,539,92,5,3,13,PhD,More average
1378,284,160,7,4,6,2n Cycle,More average
2781,1003,536,4,6,6,Graduation,More average
1165,239,143,6,2,7,PhD,More average
1404,51,82,5,1,3,Graduation,Less average
6457,527,230,6,4,12,Graduation,More average
2639,19,12,3,1,2,Graduation,Less average
8299,40,15,1,1,3,PhD,Less average
6437,21,20,2,0,3,2n Cycle,Less average
6912,593,91,6,3,12,PhD,More average
7327,21,3,1,1,4,PhD,Less average
5299,1181,199,7,3,13,PhD,More average
4127,1004,265,11,10,11,PhD,High
8143,202,46,4,2,5,PhD,Less average
1964,446,768,5,6,6,Graduation,High
3690,1184,673,7,4,10,Master,High
3433,390,323,6,8,6,2n Cycle,More average
3389,726,363,8,9,13,Graduation,More average
4712,8,22,1,1,4,2n Cycle,Low
1170,50,110,5,1,4,Graduation,Less average
6347,1,4,1,0,3,Basic,Low
4065,308,73,5,1,8,PhD,Less average
8230,22,31,2,0,3,Graduation,Less average
1215,690,499,5,10,7,Graduation,More average
5939,43,28,3,1,3,Graduation,Less average
2156,27,10,2,0,4,PhD,Low
7788,6,3,0,0,3,PhD,Low
10323,205,41,4,2,5,Graduation,Less average
7947,24,8,1,0,3,Graduation,Less average
1891,667,850,4,6,5,Master,High
2570,691,61,10,4,7,Graduation,More average
9256,493,206,8,3,12,Graduation,More average
295,493,324,3,7,11,Graduation,High
7397,494,82,7,2,9,Graduation,Less average
6349,621,414,8,4,6,Master,More average
10790,9,5,1,0,2,PhD,Low
10398,1,2,1,0,2,2n Cycle,Low
2431,12,19,2,0,3,Graduation,Low
550,243,217,3,3,13,Graduation,More average
1890,11,4,1,0,2,2n Cycle,Less average
10742,532,127,4,2,5,PhD,High
10356,29,2,1,0,3,PhD,Less average
4676,612,520,9,6,8,Master,More average
8852,387,342,8,4,11,Graduation,More average
3565,56,14,3,0,3,Master,Less average
5294,6,19,3,0,4,Graduation,Low
1958,582,65,8,2,9,PhD,More average
7349,6,16,3,1,3,Basic,Low
8799,70,69,3,1,4,PhD,Less average
1351,962,194,7,8,13,Master,More average
1045,112,107,5,2,4,Graduation,More average
7732,293,124,7,2,10,Graduation,More average
8070,199,31,3,3,5,PhD,More average
477,1060,835,4,7,10,Graduation,High
7832,940,396,8,7,7,Master,High
2202,44,11,1,0,4,Graduation,Less average
7396,342,936,5,8,12,Graduation,High
4055,2,11,3,0,3,Basic,Low
10340,75,141,6,1,5,Graduation,Less average
10091,520,367,6,3,6,Graduation,More average
7629,5,9,2,0,3,Graduation,Low
10640,87,71,4,1,4,Graduation,Less average
3498,462,184,7,5,9,PhD,More average
6742,2,1,1,0,2,Graduation,Low
1172,979,935,7,5,12,PhD,High
569,704,853,5,6,7,Graduation,High
4686,861,558,6,5,13,PhD,High
1381,172,115,6,1,5,PhD,Less average
2634,5,31,2,1,3,Master,Low
10905,194,56,4,1,6,Graduation,Less average
1744,9,13,1,1,2,Basic,Low
1000,505,270,9,2,12,Master,High
3828,533,217,7,6,13,Graduation,More average
8605,48,14,2,0,3,PhD,Less average
10304,6,7,1,1,2,Graduation,Low
4351,18,10,1,1,2,Graduation,Less average
10129,482,509,3,5,12,Graduation,High
2499,204,97,5,2,10,2n Cycle,High
10092,1073,250,7,10,5,Graduation,More average
7500,245,223,8,1,8,Graduation,High
5796,560,442,4,5,13,Graduation,High
10556,173,131,6,1,6,Graduation,More average
1064,22,11,1,0,3,PhD,Less average
48,136,12,4,1,3,Graduation,More average
7610,275,86,6,3,5,Graduation,Less average
263,56,29,3,1,3,PhD,Less average
10814,303,751,6,5,13,Graduation,More average
9710,708,62,11,3,7,PhD,More average
9292,324,693,4,11,7,Graduation,High
10250,1,3,1,0,2,Basic,Less average
7881,620,195,6,4,13,Master,More average
5847,312,206,7,3,10,Graduation,More average
737,1493,454,4,4,5,PhD,High
3571,918,118,8,3,5,PhD,More average
7807,98,106,5,1,5,Graduation,Less average
3878,3,7,1,0,3,2n Cycle,Less average
5092,380,47,7,1,7,PhD,More average
2154,15,12,2,0,3,Graduation,Less average
5394,3,4,1,1,4,Basic,Low
3798,24,23,2,1,3,Graduation,Less average
3524,80,60,5,1,2,Master,Less average
5247,31,6,1,0,4,PhD,Less average
5883,138,204,7,4,7,Graduation,High
2118,166,96,7,2,8,2n Cycle,More average
8812,12,8,2,0,3,2n Cycle,Low
6616,178,85,3,3,8,Graduation,More average
2797,707,171,9,7,9,Graduation,More average
4328,5,7,2,1,3,2n Cycle,Low
9167,465,250,9,2,12,Graduation,More average
10560,16,2,1,0,3,PhD,Less average
2631,358,413,2,8,6,Graduation,More average
8312,1,7,2,0,3,Basic,Less average
5534,123,26,3,2,3,Master,Less average
5093,40,30,3,0,3,PhD,Low
7592,102,63,4,1,4,PhD,More average
8895,347,534,3,5,12,Graduation,More average
8584,376,462,2,7,7,PhD,High
2694,21,3,1,0,3,Graduation,Less average
8910,194,56,4,1,6,Graduation,Less average
7433,64,68,3,1,4,Graduation,Less average
164,206,46,5,1,5,PhD,Less average
10477,71,18,3,1,2,PhD,Less average
2681,71,112,2,3,13,2n Cycle,More average
5150,0,7,2,0,3,Basic,Low
5283,93,21,2,1,4,PhD,Less average
9645,920,168,9,4,10,Graduation,More average
10678,653,170,11,2,10,Graduation,More average
7261,199,60,5,2,5,Graduation,Less average
9648,153,56,5,1,4,Graduation,Less average
2870,376,38,6,3,6,Graduation,Less average
8008,46,30,2,0,4,Graduation,Less average
1513,600,128,2,2,12,2n Cycle,More average
6173,425,292,6,6,11,Graduation,High
1419,18,15,2,1,3,Graduation,Less average
9150,52,9,1,0,4,PhD,Less average
7960,734,350,3,9,13,2n Cycle,High
1250,34,21,2,1,3,Graduation,Less average
9905,135,41,3,3,3,Graduation,Less average
10691,11,10,1,1,2,Master,Less average
7002,163,90,3,2,8,Graduation,More average
2952,29,30,3,0,3,Master,Less average
8439,734,70,6,3,4,Graduation,More average
762,340,134,7,5,8,2n Cycle,High
2831,453,279,7,7,10,Graduation,High
6977,1073,629,10,5,13,Graduation,High
6289,135,10,3,1,4,Master,More average
4168,231,137,5,1,8,Graduation,Less average
8397,18,5,1,1,2,Graduation,Less average
9284,620,165,5,5,12,Graduation,More average
6237,81,33,23,1,1,PhD,Low
3130,12,2,2,0,4,Graduation,Low
1619,292,981,4,6,6,Graduation,High
1990,965,586,3,5,8,PhD,More average
5513,27,10,1,0,3,Graduation,Less average
269,777,163,4,4,7,PhD,Less average
8093,572,232,4,3,6,Master,High
10513,438,565,2,3,6,Graduation,More average
10177,531,300,5,4,8,Graduation,More average
2549,17,9,1,0,3,PhD,Low
5782,402,106,9,2,9,2n Cycle,More average
10057,503,419,5,7,9,Graduation,More average
10307,369,87,6,2,8,Graduation,More average
8566,5,3,1,0,2,PhD,Less average
2415,362,398,5,3,5,Graduation,More average
5684,56,9,2,0,3,Master,Less average
8334,79,31,2,1,4,Master,Less average
9166,387,141,4,4,12,Graduation,More average
1440,367,241,9,5,9,2n Cycle,More average
78,15,11,1,1,2,Graduation,Low
5441,267,54,5,2,6,PhD,More average
5302,298,697,4,6,5,Graduation,High
4687,674,736,3,11,9,Master,High
1087,16,36,4,1,2,Master,Low
6859,37,24,4,0,3,Graduation,Less average
9860,159,22,4,1,4,Graduation,Less average
7129,686,142,6,4,13,PhD,More average
5866,97,66,4,1,4,Graduation,Less average
10521,63,57,2,1,5,Graduation,More average
7393,56,24,2,1,3,Graduation,Less average
7849,209,456,2,9,13,PhD,High
332,198,43,4,1,6,Graduation,Less average
9847,313,47,7,4,3,2n Cycle,More average
531,941,397,8,5,9,PhD,More average
9576,86,56,4,0,4,PhD,Less average
6906,167,602,3,10,4,Master,High
7419,8,19,2,0,3,Master,Less average
3170,389,408,4,4,6,Master,More average
8527,239,119,6,2,6,Master,More average
7872,179,273,6,10,6,PhD,High
9931,5,1,0,0,0,PhD,Low
10595,2,28,2,0,3,Graduation,Less average
4609,383,53,8,1,6,PhD,More average
5010,2,8,1,0,3,Graduation,Low
4427,536,590,5,10,12,2n Cycle,High
11148,2,4,1,0,2,Graduation,Low
1168,322,899,4,6,10,PhD,More average
9595,539,816,4,5,4,Graduation,More average
10163,712,420,8,4,7,PhD,High
2886,1121,72,10,8,10,Master,More average
6710,68,13,2,0,4,Master,More average
5316,36,18,2,0,4,Master,Low
9029,707,603,2,8,12,PhD,More average
521,174,203,8,1,7,Graduation,More average
1459,666,124,5,3,5,PhD,More average
10241,0,0,1,0,2,2n Cycle,Low
1630,162,100,4,2,8,Graduation,More average
3254,407,239,5,4,4,Graduation,More average
9064,823,459,6,6,7,Graduation,More average
3678,488,71,8,3,7,Graduation,More average
4227,28,13,2,1,3,Master,Less average
9467,3,10,1,0,3,Graduation,Less average
8486,284,52,9,0,4,Master,Less average
2186,938,754,5,10,6,2n Cycle,High
3286,13,15,2,0,3,PhD,Less average
8602,412,153,7,6,11,Graduation,More average
3722,31,8,2,0,3,Graduation,Less average
6715,502,132,6,2,11,PhD,More average
4796,18,3,1,0,3,Graduation,Less average
9612,1,6,1,0,3,2n Cycle,Low
3766,100,243,9,1,8,Master,Less average
1399,407,445,3,7,9,Graduation,More average
1570,664,240,7,7,10,PhD,More average
3426,1045,338,5,5,13,Graduation,More average
3074,1218,304,5,8,4,PhD,More average
8341,15,6,1,1,2,PhD,Less average
5180,128,16,4,0,4,PhD,More average
6461,581,157,5,6,11,Master,More average
7679,6,12,1,1,3,PhD,Less average
10702,185,133,7,1,7,Graduation,More average
7505,22,9,1,1,2,PhD,Less average
5113,584,835,5,5,5,PhD,High
10858,355,177,9,5,7,Graduation,High
2961,175,110,6,3,4,Graduation,Less average
2747,864,768,4,10,5,PhD,More average
3010,957,612,4,7,8,Master,High
5790,25,16,2,0,3,Graduation,Less average
6892,641,56,10,4,6,Graduation,More average
1743,273,208,2,3,5,Graduation,More average
3578,122,43,3,1,6,Graduation,Less average
8462,1,10,1,1,2,Basic,Low
5558,1020,430,4,6,4,PhD,High
8780,378,68,3,5,8,PhD,More average
10789,42,18,2,0,3,PhD,Less average
10779,15,14,1,0,3,Graduation,Low
5896,272,80,4,4,6,Master,More average
2337,9,24,3,0,3,Graduation,Less average
10951,279,18,3,1,8,Graduation,Less average
544,398,265,3,4,6,Graduation,More average
17,637,237,6,11,7,PhD,More average
10680,45,16,3,0,3,Graduation,Less average
3265,21,9,1,0,3,Graduation,Less average
5623,15,13,1,1,2,Master,Less average
5832,493,352,3,5,13,2n Cycle,High
5544,957,175,7,8,5,Graduation,More average
6417,829,430,4,6,13,Master,High
5831,1017,500,5,5,5,Graduation,High
7101,953,71,10,5,10,PhD,More average
10176,159,120,4,4,8,Graduation,More average
2326,32,8,1,0,4,Graduation,Low
4385,23,15,3,0,3,PhD,Less average
2929,18,24,2,1,4,Graduation,Low
10686,15,4,1,0,2,PhD,Less average
2546,23,5,1,0,4,2n Cycle,Less average
3283,200,100,6,2,12,2n Cycle,More average
3138,1324,119,7,9,6,Graduation,High
4994,1193,281,7,5,13,Master,High
7966,505,401,11,5,11,Graduation,High
3112,2,9,1,0,3,Master,Low
10872,1103,45,4,2,11,PhD,More average
2181,353,753,3,3,7,Graduation,More average
1867,652,350,9,3,6,Graduation,More average
1518,379,157,9,3,7,Master,More average
5734,46,36,2,0,4,PhD,More average
2878,162,127,4,2,7,PhD,More average
1458,8,19,3,0,3,Master,Low
7007,17,18,3,1,2,Master,Less average
6200,340,185,6,6,9,Graduation,High
1403,8,15,1,0,3,2n Cycle,Less average
4827,154,202,4,2,9,PhD,More average
6250,710,30,11,2,8,PhD,More average
9291,8,4,0,0,3,Master,Less average
2478,2,4,1,0,4,Graduation,Low
1139,1050,322,5,11,5,PhD,More average
5138,19,14,1,0,3,Graduation,Less average
5393,22,6,1,0,3,Graduation,Low
10413,274,216,4,6,12,Graduation,More average
5015,68,38,2,2,3,Master,Less average
10868,344,654,3,4,10,Graduation,More average
10676,145,459,3,8,7,Graduation,More average
2495,217,350,4,7,10,Master,High
7842,18,34,3,0,3,Graduation,Less average
9955,69,26,3,0,4,Graduation,Less average
6663,144,7,3,1,4,PhD,More average
2162,256,103,3,3,10,Graduation,More average
3434,483,567,4,4,10,Graduation,High
7919,1285,653,10,4,8,PhD,More average
5626,338,89,4,2,9,PhD,More average
6428,605,345,1,8,7,PhD,High
8514,8,7,1,0,3,Graduation,Less average
10448,172,86,5,3,5,Graduation,Less average
2109,448,951,6,11,10,Graduation,High
7530,67,32,2,1,4,PhD,More average
8925,512,98,8,5,10,Master,More average
3009,1462,128,5,3,6,PhD,More average
6355,20,14,2,0,4,Graduation,Less average
3517,50,44,3,1,3,Graduation,Less average
1158,102,15,3,0,4,Graduation,Less average
6203,499,815,6,7,12,Graduation,More average
7165,381,172,8,2,10,Graduation,More average
3595,631,239,6,8,12,Graduation,High
8537,526,553,3,10,7,Graduation,More average
4331,913,376,3,6,11,Master,High
6281,673,199,6,3,5,Graduation,More average
4338,23,9,1,0,3,Graduation,Less average
2452,199,60,5,2,5,Graduation,Less average
9507,261,73,6,3,5,Graduation,Less average
8360,111,37,3,1,5,2n Cycle,More average
10311,16,12,25,0,0,Graduation,Low
5117,63,137,4,4,8,2n Cycle,Less average
4867,58,18,3,0,4,PhD,Less average
9289,29,17,2,1,2,Graduation,Less average
10913,3,12,1,0,2,Master,Less average
3032,28,62,4,0,4,Graduation,Low
8524,40,30,3,0,3,PhD,Low
3334,879,797,5,7,9,Graduation,High
4470,62,44,2,1,4,Master,More average
1406,280,81,6,3,5,Graduation,More average
8619,9,6,0,0,3,Graduation,Low
10821,182,33,4,1,5,Graduation,More average
4552,83,101,3,5,3,Graduation,More average
898,38,54,3,0,4,Graduation,Low
9797,228,130,3,3,8,Graduation,More average
10949,1092,592,5,5,8,PhD,More average
8212,85,27,3,1,4,Master,Less average
6248,1276,746,9,7,11,Master,High
10164,1017,417,5,5,5,Graduation,High
4547,6,9,1,0,3,Graduation,Low
6815,448,125,7,6,8,2n Cycle,High
4122,504,117,6,5,4,Graduation,High
10841,226,133,4,3,8,PhD,More average
5370,239,141,7,1,6,PhD,Less average
176,90,67,4,1,6,2n Cycle,More average
4860,7,8,1,0,3,Graduation,Low
10757,4,5,1,0,2,PhD,Less average
4023,16,19,3,2,2,Graduation,Low
6679,10,3,0,0,3,Graduation,Less average
9923,68,16,2,0,4,Master,Less average
7181,35,13,2,0,3,Graduation,Less average
3599,575,428,8,4,8,Graduation,More average
405,315,31,5,5,3,Graduation,Less average
6870,182,49,3,1,7,PhD,More average
832,561,113,8,2,10,PhD,More average
2002,587,932,5,6,5,Graduation,More average
3657,94,33,4,0,4,Graduation,Less average
500,908,735,7,7,9,Graduation,High
1951,228,122,11,2,8,Basic,Less average
3262,995,417,2,9,13,Graduation,More average
4102,11,2,0,0,3,2n Cycle,Less average
7042,3,14,2,1,2,Graduation,Less average
10598,12,16,2,0,3,Graduation,Less average
255,17,2,1,0,3,Graduation,Low
2375,8,5,0,0,3,Graduation,Less average
9829,22,17,2,0,4,Graduation,Less average
6214,14,29,2,0,3,Master,Less average
4954,106,68,4,2,5,Graduation,Less average
